gia,dientich,rong,dai,kieunha,phuong, quan,bedroom,bathroom,phaply,ngaydang,masobds,linkweb
53000,200,20,10,"mặt tiền, phố", Phường An Phú, Quận 2 (TP. Thủ Đức),5,3,Sổ hồng,21/01/2024,21784883,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-nha-duong-cao-duc-lan-an-phu-quan-2-cuc-dep-dt-10x20m-gia-53-ty-id21784883
53000,477,25,20,"mặt tiền, phố", Phường Bình An, Quận 2 (TP. Thủ Đức),1,1,Sổ hồng,21/01/2024,21393059,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/can-ban-khuon-dat-lon-giu-tien-va-dau-tu-ngay-mat-tien-duong-11-ba-id21393059
53000,84,16.3,5.2,"mặt tiền, phố", Phường Bến Thành, Quận 1,4,3,Sổ hồng,21/01/2024,22151243,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ban-nha-mt-ton-that-tung-p-ben-thanh-q1-dt-5-2x16m-2-lau-id22151243
54000,90,20,4.5,"mặt tiền, phố", Phường Bến Thành, Quận 1,4,2,Sổ hồng,21/01/2024,21852450,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/mat-tien-ly-tu-trong-gan-cho-ben-thanh-quan-1-4-5x20m-2-tang-hdt-id21852450
54200,774,25,24,"hẻm, ngõ", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),0,0,Sổ hồng,21/01/2024,21385099,https://mogi.vn/quan-2/mua-nha-hem-ngo/ban-dat-duong-xuan-thuy-p-thao-dien-dt-24x25-774m2-chi-70tr-m2-id21385099
55000,100,17,7.5,"mặt tiền, phố", Phường 4, Quận 3,6,6,Sổ hồng,21/01/2024,22159026,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-toa-building-dat-vang-2-mt-cao-thang-dt-7-5x17m-6-lau-thang-may-id22159026
55000,100,20,5,"mặt tiền, phố", Phường Bến Thành, Quận 1,3,3,Sổ hồng,21/01/2024,21852472,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ban-gap-dinh-cu-mt-nguyen-trai-p-ben-thanh-quan-1-5x20m-3-lau-hdt-id21852472
55000,130,15,9,"mặt tiền, phố", Phường 3, Quận 3,5,4,Sổ hồng,21/01/2024,22132099,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-nha-mat-tien-ban-co-p3-quan-3-dien-tich-9x15m-1-tret-3-lau-cho-thu-id22132099
55000,130,15,9,"mặt tiền, phố", Phường 3, Quận 3,5,4,Sổ hồng,21/01/2024,22159021,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-nha-mat-tien-ban-co-p3-quan-3-dien-tich-9x15m-1-tret-3-lau-cho-t-id22159021
55000,160,20,8,"mặt tiền, phố", Phường Bến Thành, Quận 1,5,5,Sổ hồng,21/01/2024,22160371,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ha-20-ty-chot-gap-trong-tuan-mt-ly-tu-trong-q1-8x20m-5tang-id22160371
55000,163,24,6.8,"mặt tiền, phố", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),20,7,Sổ hồng,21/01/2024,21793301,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/chinh-chu-ban-gap-toa-vp-xuan-thuy-7x24m-ham-7-lau-hdt-159-46-trieu-id21793301
55000,175,25,7,"mặt tiền, phố", Phường Tân Định, Quận 1,5,3,Sổ hồng,21/01/2024,22156793,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ban-mat-tien-tran-quang-khai-hai-ba-trung-quan-1-7x25m-tn-180-t-id22156793
55000,189,15,13,"mặt tiền, phố", Phường Đa Kao, Quận 1,21,6,Sổ hồng,21/01/2024,21852464,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ban-chdv-chuan-khach-san-5-sao-full-noi-that-duong-nguyen-van-thu-da-id21852464
55000,81,18,4.5,"mặt tiền, phố", Phường Nguyễn Thái Bình, Quận 1,10,6,Sổ hồng,21/01/2024,22050295,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/gia-re-55-ty-ban-nha-mt-nguyen-cong-tru-q-1-4-5-18m-ha-m-6-lau-tm-id22050295
56000,155,22,6,"mặt tiền, phố", Phường Cầu Kho, Quận 1,4,2,Sổ hồng,21/01/2024,21852455,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ban-nha-mt-tran-hung-dao-doan-dep-ngay-nga-tu-nguyen-van-cu-dt-6x22m-id21852455
56000,276,23,12,"Biệt thự, liền kề", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),4,5,Sổ hồng,21/01/2024,21536483,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/biet-thu-ho-boi-khu-compound-nguyen-van-huong-quan-2-12x23m-ham-3-lau-id21536483
56000,276,23,12,"mặt tiền, phố", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),5,5,Sổ hồng,21/01/2024,21500798,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/biet-thu-ho-boi-khu-compound-nguyen-van-huong-quan-2-12x23-ham-3-lau-id21500798
56000,320,20,15,"Biệt thự, liền kề", Phường An Phú, Quận 2 (TP. Thủ Đức),5,3,Sổ hồng,21/01/2024,21890598,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/biet-thu-2-mat-tien-cao-duc-lan-an-phu-quan-2-dt-15x22m-ham-ho-boi-s-id21890598
56000,400,29.6,12.9,"mặt tiền, phố", Phường Bình An, Quận 2 (TP. Thủ Đức),1,1,Sổ hồng,21/01/2024,21423602,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-400m2-dat-ven-song-sai-gon-duong-nhanh-tran-nao-binh-an-id21423602
58000,128,16,8,"mặt tiền, phố", Phường 12, Quận 10,5,6,Sổ hồng,21/01/2024,22053949,https://mogi.vn/quan-10/mua-nha-mat-tien-pho/ba-n-building-mt-hoa-ng-kha-nh-du-q-10-ngang-khu-ng-8-16m-ha-m-7lau-tm-id22053949
58000,160,20,9,"mặt tiền, phố", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),5,6,Sổ hồng,21/01/2024,21729487,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-nha-mat-tien-xuan-thuy-thao-dien-dt-9x26-hdt-cao-gia-chi-58-ty-id21729487
58000,200,20,10,"Biệt thự, liền kề", Phường An Phú, Quận 2 (TP. Thủ Đức),6,3,Sổ hồng,21/01/2024,21927498,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/ban-biet-thu-dep-2-mt-cao-duc-lan-p-an-phu-quan-2-view-truc-dien-con-id21927498
58000,200,20,10,"mặt tiền, phố", Phường Thạnh Mỹ Lợi, Quận 2 (TP. Thủ Đức),1,1,Sổ hồng,21/01/2024,21393136,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-khuon-goc-2-mat-tien-sieu-dep-duong-103tml-phuong-thanh-my-loi-q-id21393136
58000,330,22,15,"mặt tiền, phố", Phường Bình An, Quận 2 (TP. Thủ Đức),0,0,Sổ hồng,21/01/2024,21384905,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-khuon-dat-biet-thu-khu-river-mark-15x22m-cn-330m2-duong-31-ba-q2-id21384905
58000,83,16,5.2,"mặt tiền, phố", Phường Bến Thành, Quận 1,6,6,Sổ hồng,21/01/2024,22160374,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ket-bank-ban-gap-nha-mt-suong-nguyet-anh-q1-hdt-150-trieu-th-5-2-x-1-id22160374
58500,415,51,8.2,"mặt tiền, phố", Phường Tân Sơn Nhì, Quận Tân Phú,10,5,Sổ hồng,21/01/2024,21690117,https://mogi.vn/quan-tan-phu/mua-nha-mat-tien-pho/ban-nha-mtkd-au-co-tan-phu-415m2-8-2x51-5-tang-gia-re-chi-58-5-ty-tl-id21690117
59000,192,16,12,"mặt tiền, phố", Phường 4, Quận 3,3,2,Sổ hồng,21/01/2024,22148727,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-nha-goc-2mt-vuon-chuoi-nguyen-dinh-chieu-quan-3-dt-12x16m-id22148727
59000,240,20,11,"Biệt thự, liền kề", Phường An Phú, Quận 2 (TP. Thủ Đức),5,3,Sổ hồng,21/01/2024,21783107,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/ban-biet-thu-2-mt-duong-duong-van-an-an-phu-q2-240m2-gia-59-ty-id21783107
60000,138,18,6.5,"mặt tiền, phố", Phường 14, Quận 3,7,7,Sổ hồng,21/01/2024,22169002,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-nha-mt-le-van-sy-quan-3-6-5x18m-ham-7-tang-hdt-200-trieu-id22169002
60000,151,21,7.2,"mặt tiền, phố", Phường Bến Thành, Quận 1,5,4,Sổ hồng,21/01/2024,22165065,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ban-nha-goc-2-mt-nguyen-trai-vong-xoay-phu-dong-ngang-7-2mx21-tret-4-id22165065
60000,154,22,7,"mặt tiền, phố", Phường 13, Quận 3,4,4,Sổ hồng,21/01/2024,21830347,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/sieu-vi-tri-2-mt-tran-quang-dieu-quan-3-7-x-22m-4-tang-hdt-100tr-th-id21830347
60000,160,20,8,"mặt tiền, phố", Phường Bến Thành, Quận 1,7,5,Sổ hồng,21/01/2024,22097995,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/sieu-vi-tri-mat-tien-vip-doi-dien-new-world-pham-hong-thai-q1-dt-8x20-id22097995
60000,172,24,6.15,"mặt tiền, phố", Phường 6 (Phường Võ Thị Sáu), Quận 3,3,2,Sổ hồng,21/01/2024,22058362,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-nha-2-mat-tien-dien-bien-phu-q-3-cong-nhan-172-6m2-hop-dong-15-id22058362
60000,175,25,7,"mặt tiền, phố", Phường 11, Quận 10,6,7,Sổ hồng,21/01/2024,22089126,https://mogi.vn/quan-10/mua-nha-mat-tien-pho/phan-khu-c-60-ty-q10-can-duy-nha-t-ca-n-ba-n-d-die-n-bien-phu-7x25m-id22089126
60000,180,16,12,"mặt tiền, phố", Phường 11, Quận 3,9,9,Sổ hồng,21/01/2024,22084337,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/toa-nha-goc-2mt-cach-mang-thang-8-rbb-12x16m-ham-9-tang-hdt-230-tr-id22084337
60000,184,24,7.7,"mặt tiền, phố", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),4,5,Sổ hồng,21/01/2024,21588425,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-nha-mat-tien-nguyen-van-huong-7-7x24-tien-xay-cao-6-lau-chi-60t-id21588425
60000,185,24,7.7,"mặt tiền, phố", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),4,2,Sổ hồng,21/01/2024,21797708,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-nha-mt-nguyen-van-huong-7-7x24-p-thao-dien-gia-60-ty-id21797708
60000,198,22,9,"mặt tiền, phố", Phường 10, Quận 3,6,6,Sổ hồng,21/01/2024,22168994,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-nha-mt-cach-mang-thang-8-quan-3-9x22m-6-tang-hdt-150-trieu-id22168994
60000,200,20,10,"mặt tiền, phố", Phường 10, Quận 3,6,6,Sổ hồng,21/01/2024,22179621,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-gap-toa-nha-mt-cach-mang-thang-8-q3-dt-10m-x20m-6-tang-hdt-165-id22179621
60000,257,24,10.7,"Biệt thự, liền kề", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),5,5,Sổ hồng,21/01/2024,21499746,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/ban-nha-hem-215-nguyen-van-huong-quan-2-co-ho-boi-id21499746
60000,270,30,9,"mặt tiền, phố", Phường 10, Quận 3,6,6,Sổ hồng,21/01/2024,22148524,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-nha-mt-cach-mang-thang-8-quan-3-9x30m-6-tang-hdt-150-trieu-id22148524
60000,274,18,15,"Biệt thự, liền kề", Phường Bình An, Quận 2 (TP. Thủ Đức),5,3,Sổ hồng,21/01/2024,21897980,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/ban-gap-biet-thu-compound-p-binh-an-q2-dt-15x18m-cn-274-3m2-gia-60-t-id21897980
60000,320,24,14,"Biệt thự, liền kề", Phường An Phú, Quận 2 (TP. Thủ Đức),5,2,Sổ hồng,21/01/2024,21787821,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/biet-thu-2-mat-tien-duong-cao-duc-lan-14x24m-ham-3-lau-gia-60-ty-id21787821
60000,320,24,14,"Biệt thự, liền kề", Phường An Phú, Quận 2 (TP. Thủ Đức),5,3,Sổ hồng,21/01/2024,21897987,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/biet-thu-2-mat-tien-duong-cao-duc-lan-14x24m-320m2-ham-3-lau-ho-bo-id21897987
60000,332,30,12,"Biệt thự, liền kề", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),4,4,Sổ hồng,21/01/2024,21927484,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/chinh-chu-ban-biet-thu-duong-47-p-thao-dien-q2-cuc-sang-dt-12x30m-cn-id21927484
60000,362,20,18,"Biệt thự, liền kề", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),6,3,Sổ hồng,21/01/2024,21793331,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/ban-biet-thu-vip-fideco-thao-dien-quan-2-18x20m-362m2-gia-60-ty-id21793331
60000,567,25,23,"Biệt thự, liền kề", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),5,3,Sổ hồng,21/01/2024,21898002,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/ban-gap-biet-thu-san-vuon-day-tam-huyet-duong-xuan-thuy-567-8m2-60t-id21898002
60000,60,10,6,"mặt tiền, phố", Phường Bến Nghé, Quận 1,5,4,Sổ hồng,21/01/2024,22156857,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/goc-2mt-le-thanh-ton-va-pasteur-quan-1-dt-168m2-3-tang-hd-thue-2-id22156857
60000,60,9,7,"mặt tiền, phố", Phường Bến Nghé, Quận 1,5,4,Sổ hồng,21/01/2024,22171757,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ban-can-goc-2mt-le-thanh-ton-va-pasteur-quan-1-dt-168m2-3-tang-h-id22171757
60000,627,19,33,"mặt tiền, phố", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),2,3,Sổ hồng,21/01/2024,21393131,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-dat-mat-tien-nguyen-u-di-thao-dien-quan-2-dt-33mx19m-cn-627m2-id21393131
60000,78,20,4.2,"mặt tiền, phố", Phường Bến Thành, Quận 1,6,4,Sổ hồng,21/01/2024,22112057,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ban-gap-vi-tri-vip-mat-tien-nguyen-trai-ben-thanh-quan-1-hdt-184-tr-id22112057
60000,90,20,4.5,"mặt tiền, phố", Phường Bến Thành, Quận 1,4,2,Sổ hồng,21/01/2024,21852470,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/vi-tri-rat-dep-goc-2mt-nguyen-trai-nguyen-van-trang-4-5x20m-2-t-id21852470
60000,90,20,4.5,"mặt tiền, phố", Phường Bến Thành, Quận 1,5,4,Sổ hồng,21/01/2024,22165057,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ban-gap-nha-mt-nguyen-trai-p-ben-thanh-quan-1-4-5x20m-5tang-hdt-id22165057
60000,90,20,4.5,"mặt tiền, phố", Phường Bến Thành, Quận 1,6,4,Sổ hồng,21/01/2024,22076631,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/mt-thuong-hieu-nguyen-trai-quan-1-4-5x20m-4-tang-hdt-150-trieu-id22076631
60000,94,26,3.6,"mặt tiền, phố", Phường Nguyễn Thái Bình, Quận 1,6,7,Sổ hồng,21/01/2024,21948674,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/gia-re-60ty-ba-n-mt-le-thi-ho-ng-ga-m-q1-3-6-26m-ha-m-7-lau-co-tm-id21948674
61000,86,23,4,"mặt tiền, phố", Phường Bến Thành, Quận 1,5,3,Sổ hồng,21/01/2024,22076627,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/gia-dinh-can-ban-gap-nha-mt-nguyen-trai-q1-dt-4x23-hdt-100tr-id22076627
62000,114,19,7.4,"mặt tiền, phố", Phường 8 (Phường Võ Thị Sáu), Quận 3,23,23,Sổ hồng,21/01/2024,22076655,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-nha-mat-tien-22-ly-chinh-thang-phuong-8-quan-3-dt-7-4-x-19m-hdt-id22076655
62000,140,20,7,"mặt tiền, phố", Phường 14, Quận 3,7,7,Sổ hồng,21/01/2024,22154465,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/can-ban-toa-building-7-lau-mat-tien-le-van-sy-q3-7-x-20m-id22154465
62000,140,20,7,"mặt tiền, phố", Phường 14, Quận 3,7,7,Sổ hồng,21/01/2024,22154473,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/can-ban-toa-nha-building-7-lau-mat-tien-le-van-sy-q3-7-x-20m-hdt-2-id22154473
62000,78,19,4.1,"mặt tiền, phố", Phường Bến Thành, Quận 1,5,4,Sổ hồng,21/01/2024,22171752,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/nha-mat-tien-duong-nguyen-trai-p-ben-thanh-q1-dt-4-1x19-cn-78m2-5-t-id22171752
62000,80,19,4.1,"mặt tiền, phố", Phường Bến Thành, Quận 1,5,4,Sổ hồng,21/01/2024,22171746,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ban-nha-de-di-ra-nuoc-ngoai-mt-nguyen-trai-ben-thanh-q1-4-1x19m-4-t-id22171746
63000,102,17,6,"mặt tiền, phố", Phường 14, Quận 3,7,7,Sổ hồng,21/01/2024,22148665,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-nha-mat-pho-le-van-sy-quan-3-dt-6x18m-ham-7-tang-hop-dong-thue-id22148665
63000,160,20,8,"mặt tiền, phố", Phường 8 (Phường Võ Thị Sáu), Quận 3,7,7,Sổ hồng,21/01/2024,22116742,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-toa-nha-ngay-hai-ba-trung-phuong-8-quan-3-dt-8-x-20-m-ham-8-id22116742
63000,160,20,8,"mặt tiền, phố", Phường Thạnh Mỹ Lợi, Quận 2 (TP. Thủ Đức),5,5,Sổ hồng,21/01/2024,22392290,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-mat-tien-truong-van-bang-dt-160m2-gia-63-ty-so-hong-sang-ten-ngay-id22392290
63000,360,21,18,"Biệt thự, liền kề", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),5,2,Sổ hồng,21/01/2024,21787747,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/ban-biet-thu-p-thao-dien-duong-so-14-dt-18x21m-co-san-vuon-gia-63-ty-id21787747
64500,231,20,10,"mặt tiền, phố", Phường Nguyễn Cư Trinh, Quận 1,4,3,Sổ hồng,21/01/2024,22165038,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/77-ty-ve-64-5-ty-ban-gap-nha-mt-cao-ba-nha-p-nguyen-cu-trinh-q1-dt-1-id22165038
65000,100,11,11,"mặt tiền, phố", Phường 14, Quận 3,8,8,Sổ hồng,21/01/2024,22058053,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ngang-11x12m-ham-8-tang-goc-2-mat-tien-tran-quang-dieu-p14-quan-3-h-id22058053
65000,121,22,5.5,"mặt tiền, phố", Phường 7 (Phường Võ Thị Sáu), Quận 3,5,5,Sổ hồng,21/01/2024,22110780,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/toa-nha-ham-5-tang-mt-nam-ky-khoi-nghia-p7-quan-3-5-5-x-22m-65-ty-hd-id22110780
65000,160,20,8,"mặt tiền, phố", Phường 8 (Phường Võ Thị Sáu), Quận 3,23,24,Sổ hồng,21/01/2024,21785025,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/sieu-re-65ty-ban-toa-nha-mt-lychinhthang-q3-8x20m-ham8lau-hdt-1-44-ty-id21785025
65000,177,26,7,"mặt tiền, phố", Phường 6 (Phường Võ Thị Sáu), Quận 3,5,4,Sổ hồng,21/01/2024,22111276,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/goc-2mt-nam-ky-khoi-nghia-dien-bien-phu-q3-cn-177m2-3-tang-id22111276
65000,180,20,9,"mặt tiền, phố", Phường 10, Quận 3,6,6,Sổ hồng,21/01/2024,22179624,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ngop-bank-giam-tu-80-ty-ve-65-ty-ban-gap-mt-cach-mang-thang-tam-q3-d-id22179624
65000,198,18,11,"mặt tiền, phố", Phường 2, Quận 3,6,6,Sổ hồng,21/01/2024,22159008,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-nha-goc-2-mat-tien-cao-thang-dt-11x18m-6-lau-hdt-200-trieu-tha-id22159008
65000,198,22,9,"mặt tiền, phố", Phường 5, Quận 3,7,7,Sổ hồng,21/01/2024,22110817,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/mt-thuong-hieu-kinh-do-thoi-trang-vo-van-tan-p-5-q3-9x22m-7-ta-id22110817
65000,198,22,9,"mặt tiền, phố", Phường 5, Quận 3,7,7,Sổ hồng,21/01/2024,22154443,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ket-bank-ban-nha-mt-vo-van-tan-p-5-q3-9x22m-7-tang-hd-thue-200-id22154443
65000,214,32,6.85,"mặt tiền, phố", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),1,1,Sổ hồng,21/01/2024,21390676,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-nha-nat-mat-tien-xuan-thuy-thao-dien-vi-tri-kinh-doanh-sam-uat-id21390676
65000,270,25,11,"mặt tiền, phố", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),10,5,Sổ hồng,21/01/2024,21948150,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-gap-toa-nha-7-tang-mt-ngay-duong-quoc-huong-thao-dien-11x25m-270-id21948150
65000,496,24,21,"Biệt thự, liền kề", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),5,3,Sổ hồng,21/01/2024,21787796,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/biet-thu-ho-boi-san-vuon-khu-quoc-huong-dt-sieu-dep-21x24m-gia-65-ty-id21787796
65000,90,9,10,"mặt tiền, phố", Phường 2, Quận 3,6,7,Sổ hồng,21/01/2024,21784997,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/gia-hoi-65-ty-ban-gap-goc-2-mt-nguyen-dinh-chieu-q3-ngang-10m-7-tang-id21784997
66000,153.75,20,7.5,"mặt tiền, phố", Phường Cô Giang, Quận 1,4,5,Sổ hồng,21/01/2024,22429987,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/tieu-de-sieu-re-66-ty-ban-gap-toa-nha-mt-d-de-tham-7-5-x-20-5m-id22429987
66000,300,20,15,"Biệt thự, liền kề", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),6,3,Sổ đỏ,21/01/2024,21784938,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/ban-gap-biet-thu-river-mark-p-binh-an-quan-2-cuc-dep-dt-300m-gia-66ty-id21784938
67000,500,40,10,"mặt tiền, phố", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),4,5,Sổ hồng,21/01/2024,21687322,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-nha-duong-so-40-thao-dien-quan-2-tien-xay-ham-6-tang-id21687322
67000,84,18.5,4.5,"mặt tiền, phố", Phường Nguyễn Thái Bình, Quận 1,3,4,Sổ hồng,21/01/2024,21904099,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/gia-tot-67-ty-ban-gap-goc-2-mt-nguyen-thai-binh-q1-4-5x18-5m-4-tang-id21904099
68000,172,21,8.2,"mặt tiền, phố", Phường Đa Kao, Quận 1,5,6,Sổ hồng,21/01/2024,21659950,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ban-building-goc-2-mt-d-dinh-tien-hoang-q1-8-2-21m-ham-6-lau-tm-68-ty-id21659950
68000,225,25,9,"mặt tiền, phố", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),4,5,Sổ hồng,21/01/2024,21500794,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/biet-thu-mat-tien-nguyen-van-huong-quan-2-gan-truong-bis-tret-3-lau-de-id21500794
68000,240,30,8,"mặt tiền, phố", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),0,0,Sổ hồng,21/01/2024,21385087,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/that-100-ban-nha-mat-tien-xuan-thuy-dt-8x30m-txd-ham-7-lau-id21385087
68000,300,20,15,"Biệt thự, liền kề", Phường Bình An, Quận 2 (TP. Thủ Đức),5,5,Sổ hồng,21/01/2024,21385088,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/ban-gap-biet-thu-river-mark-tran-nao-300m2-phuong-binh-an-quan-2-id21385088
68300,804,30,28,"hẻm, ngõ", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),1,1,Sổ hồng,21/01/2024,21586646,https://mogi.vn/quan-2/mua-nha-hem-ngo/ban-dat-duong-le-thuoc-thao-dien-quan-2-dien-tich-28x30-gia-chi-68-ty-id21586646
70000,100,10,10,"mặt tiền, phố", Phường 2, Quận 3,8,8,Sổ hồng,21/01/2024,22154424,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-can-goc-2mt-nguyen-dinh-chieu-xay-8-tang-ngang-10-met-id22154424
70000,164,19,8,"mặt tiền, phố", Phường 2, Quận Phú Nhuận,9,10,Sổ hồng,21/01/2024,22144212,https://mogi.vn/quan-phu-nhuan/mua-nha-mat-tien-pho/re-nhat-70-ty-ban-toa-nha-mt-phan-dang-luu-q-pn-8-19m-ham-10-tang-id22144212
70000,172.2,21,8.2,"mặt tiền, phố", Phường Đa Kao, Quận 1,5,6,Sổ hồng,21/01/2024,21679406,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/gia-hoi-70-ty-ban-mt-hdtcao-10-000-dinhtienhoang-q1-8-2-21m-ham6lautm-id21679406
70000,180,20,9,"mặt tiền, phố", Phường 5, Quận 3,6,6,Sổ hồng,21/01/2024,22169007,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-toa-nha-mat-tien-vo-van-tan-9x20m-6-lau-hdt-150-trieu-thang-id22169007
70000,207,23,9,"mặt tiền, phố", Phường Nguyễn Cư Trinh, Quận 1,8,8,Sổ hồng,21/01/2024,22098114,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ha-15-ty-ban-gap-toa-nha-2mt-tran-hung-dao-q1-9x23m-ham-8tang-id22098114
70000,220,20,12,"mặt tiền, phố", Phường Tân Định, Quận 1,5,4,Sổ hồng,21/01/2024,22165051,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ket-bank-ban-nha-mt-tran-quang-khai-p-tan-dinh-q1-dt-12x20m-ket-cau-4-id22165051
70000,240,33,6,"mặt tiền, phố", Phường 5, Quận 3,8,8,Sổ hồng,21/01/2024,22084290,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/toa-nha-8-tang-mt-nguyen-thi-minh-khai-q3-6x33m-nh-13m-id22084290
